phase	ordinal	path	expected_bytes	actual_bytes	expected_sha256	actual_sha256	file_id	reparse_point	match
before	85	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/PARSER_PROBE_RESULTS.txt	4707	4707	6a0d1cad23878420041e3ad8b89ced11e9c9b20911226a4d4dd4e9b2fafadd92	6a0d1cad23878420041e3ad8b89ced11e9c9b20911226a4d4dd4e9b2fafadd92	0x00000000000000000002000000112714	false	true
before	86	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_fresh_static_audit/attempt_01/REVIEW_PROBES.md	7675	7675	05b3d22b31361780567e70126b45bfdd7f0fe23f4412a9834fb55d0db460a563	05b3d22b31361780567e70126b45bfdd7f0fe23f4412a9834fb55d0db460a563	0x00000000000000000002000000112715	false	true
before	87	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/RUN_EVIDENCE_V17.jsonl	386	386	269d1eadda20ca6a8a3d6e1679f80d850e32b79146aa562e22765fb624bad32b	269d1eadda20ca6a8a3d6e1679f80d850e32b79146aa562e22765fb624bad32b	0x00000000000000000011000000112717	false	true
before	88	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/STATIC_CONTROL_OUTCOME_V17.receipt.bin	700	700	83c7b11b7c458bdcd5aa75308fe24f5ceae9f700de672eb01affd1f900ffa21d	83c7b11b7c458bdcd5aa75308fe24f5ceae9f700de672eb01affd1f900ffa21d	0x00000000000000000002000000112718	false	true
before	89	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/RUN_OUTCOME_V17.json	2586	2586	2651db197caa103b33b7d16fb718707a81cb3a5f2c9906246b775d7a46357dea	2651db197caa103b33b7d16fb718707a81cb3a5f2c9906246b775d7a46357dea	0x00000000000000000085000000055370	false	true
before	90	RecoverySprint/continuation_20260811/blackwell_v17_native_whole_document_manifest_control_anchor_static_preparation/attempt_01/POST_RUN_CHECKPOINT.md	2439	2439	758c444a4c6b989de1ea9a2413f23b2b798668c22561150889ad9c5e52b60f8f	758c444a4c6b989de1ea9a2413f23b2b798668c22561150889ad9c5e52b60f8f	0x00000000000000000020000000112441	false	true
before	91	RecoverySprint/continuation_20260811/root_multilane_continuation/attempt_32/CHECKPOINT.md	2101	2101	7643f1c474974b60ab8cf527fd167724d81e41249653d6338e859a3e0b20786c	7643f1c474974b60ab8cf527fd167724d81e41249653d6338e859a3e0b20786c	0x0000000000000000009300000004c4c5	false	true
before	92	RecoverySprint/continuation_20260811/root_multilane_continuation/attempt_35/CHECKPOINT.md	2037	2037	65d212ae07d8f7eeea4a23cc328965be13f647a5cd3fe4fd038b7cba9793dbc4	65d212ae07d8f7eeea4a23cc328965be13f647a5cd3fe4fd038b7cba9793dbc4	0x0000000000000000000300000011a642	false	true
before	93	tools/native/kira_blackwell_voice_control_anchor_v18.obj	160102	160102	adfab30a7bd9a3fed42d2584cf633c0e6f5336490f06aad1485b0b1d3524d16f	adfab30a7bd9a3fed42d2584cf633c0e6f5336490f06aad1485b0b1d3524d16f	0x0000000000000000000300000011a70d	false	true
before	94	Testing/test_blackwell_persistent_voice_candidate_v18_native_anchor_static.ps1	8914	8914	17515f2abeafe471e4804b79bfa822ea0bc2b74fb9f9a19d73c66907aac57253	17515f2abeafe471e4804b79bfa822ea0bc2b74fb9f9a19d73c66907aac57253	0x0000000000000000000300000011a70f	false	true
before	95	Testing/native/kira_blackwell_voice_control_anchor_v18_telemetry_hostile.c	8508	8508	2bc79621426d11694597664dca44d1a5de35b2e62b51d7e30d4f9f00c210b94b	2bc79621426d11694597664dca44d1a5de35b2e62b51d7e30d4f9f00c210b94b	0x0000000000000000000300000011a710	false	true
before	96	Testing/native/kira_blackwell_voice_control_anchor_v18_telemetry_hostile.obj	178094	178094	7449b9ef1f5e5a955aa11e2080dc1d8cb396f2e29b6b5a8ac651c35dc82e8a86	7449b9ef1f5e5a955aa11e2080dc1d8cb396f2e29b6b5a8ac651c35dc82e8a86	0x0000000000000000000300000011a711	false	true
before	97	Testing/native/kira_blackwell_voice_control_anchor_v18_telemetry_hostile.exe	177664	177664	e134ac623350b81712aa7339ec4aec8d387998dc58d185fbf313a96bd250cd63	e134ac623350b81712aa7339ec4aec8d387998dc58d185fbf313a96bd250cd63	0x0000000000000000000300000011a712	false	true
before	98	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_static_preparation/attempt_01/RUNTIME_CONTROL_CHECKPOINT.md	1727	1727	c284e44e28c211491a0b5545a1cbebead522b284e9d85b35527b02e6aff772f0	c284e44e28c211491a0b5545a1cbebead522b284e9d85b35527b02e6aff772f0	0x0000000000000000000300000011a715	false	true
before	99	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_static_preparation/attempt_01/AUTHOR_PACKAGE.json	3714	3714	be1701506264a3354653723b657bf2b74e121ed11ccf60feab51d85b30a21877	be1701506264a3354653723b657bf2b74e121ed11ccf60feab51d85b30a21877	0x0000000000000000000300000011a716	false	true
before	100	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_static_preparation/attempt_01/BUILD_AND_STATIC_TEST_RESULTS.txt	4502	4502	19b89a2f194c00dfe41b059b4c0840f81a31fe73f5882115278271c98d0cd702	19b89a2f194c00dfe41b059b4c0840f81a31fe73f5882115278271c98d0cd702	0x0000000000000000000300000011a717	false	true
before	101	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_static_preparation/attempt_01/STATIC_SEAL_MANIFEST.json	18517	18517	9206d5b719f7edaf9be3036877814459ff02cb90a704b76452dabc13774f14a5	9206d5b719f7edaf9be3036877814459ff02cb90a704b76452dabc13774f14a5	0x0000000000000000000300000011a718	false	true
before	102	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_static_preparation/attempt_01/CHECKPOINT.md	3878	3878	2030281e86d4c44aa21037a756153aeee026d5086462158b331d826c504d48f9	2030281e86d4c44aa21037a756153aeee026d5086462158b331d826c504d48f9	0x0000000000000000000300000011a719	false	true
before	103	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_fresh_static_audit/attempt_01/AUDIT_DECISION.json	2883	2883	2d2ac8919ab05b8b142198552bdacd6963d193102a844e5266f48c10f19919a4	2d2ac8919ab05b8b142198552bdacd6963d193102a844e5266f48c10f19919a4	0x0000000000000000000400000011a76a	false	true
before	104	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_fresh_static_audit/attempt_01/AUTHOR_PACKAGE_REHASH.tsv	2870	2870	0bf9f11cdc45bc9c90dfbcb2b51fc6af8dd41835c32e088cee43cff3c43bd9f4	0bf9f11cdc45bc9c90dfbcb2b51fc6af8dd41835c32e088cee43cff3c43bd9f4	0x0000000000000000000300000011a76b	false	true
before	105	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_fresh_static_audit/attempt_01/CHECKPOINT.md	2021	2021	ce186a6ad5bca49a28135c35933ca6b9022f8f2b80b3b0d255c0c827d961dce6	ce186a6ad5bca49a28135c35933ca6b9022f8f2b80b3b0d255c0c827d961dce6	0x0000000000000000000300000011a76c	false	true
before	106	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_fresh_static_audit/attempt_01/CLOSURE_REHASH.tsv	16381	16381	c6a9195dea29c24cb56718f9513c8c51b38629c3c7d5e84c429d07fa8a900690	c6a9195dea29c24cb56718f9513c8c51b38629c3c7d5e84c429d07fa8a900690	0x0000000000000000000300000011a76d	false	true
before	107	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_fresh_static_audit/attempt_01/QUALITY_PROBE_RESULTS.md	5578	5578	1d7c79465e7c6cf97b280ee62cefc222f7b059b87878c1feda914686dc85d58d	1d7c79465e7c6cf97b280ee62cefc222f7b059b87878c1feda914686dc85d58d	0x0000000000000000000300000011a76e	false	true
before	108	RecoverySprint/continuation_20260811/blackwell_v18_native_diagnostic_telemetry_control_anchor_fresh_static_audit/attempt_01/REVIEW_INVENTORY.tsv	1018	1018	2df8a81af6047e260566896e51470de5a6c13fb2999b35fa7de7c3664c6d7fa7	2df8a81af6047e260566896e51470de5a6c13fb2999b35fa7de7c3664c6d7fa7	0x0000000000000000000300000011a76f	false	true
before	109	RecoverySprint/continuation_20260811/root_multilane_continuation/attempt_44/CHECKPOINT.md	1557	1557	d9b288acc01c45cc600584c7483840b56a2799f99f1fb18c8dac9d2db542a94c	d9b288acc01c45cc600584c7483840b56a2799f99f1fb18c8dac9d2db542a94c	0x0000000000000000000400000011a71f	false	true
before	110	RecoverySprint/continuation_20260811/root_multilane_continuation/attempt_51/CHECKPOINT.md	1569	1569	8b83ea7c8443b2ac842912e3ea00865028bb9192244248b457da432dc2e47e6d	8b83ea7c8443b2ac842912e3ea00865028bb9192244248b457da432dc2e47e6d	0x0000000000000000000400000011a641	false	true
